date,iso_week,btc_usd,btc_mcap,eth_usd,sol_usd,sol_mcap,total_crypto_mcap,btc_dominance,usdt_mcap,usdc_mcap,stablecoin_proxy_mcap,sap_adr,gme,nvda,set_index,usdthb,usdsgd,eurusd,gold_usd,brent_usd,us10y,us30y,ffr,fed_target_lo,fed_target_hi,sources_ok,sources_failed
2026-09-13,2026-W37,77046,1547425608117.4907,2490.39,100.38,58888110403.036705,2627164076076.1465,58.8519306881855,183465899768.95993,74218008581.5463,257683908350.50623,206.36,21.15,218.29,1604.52,33.065,1.2679,1.159205,4408.9,104.61,4.975,5.354,3.63,3.5,3.75,24,
